Date,AAPL,MSFT,GOOGL,NVDA,AMD,AMZN,TSLA,NKE,MCD,JPM,BAC,GS,BRK-B,JNJ,UNH,PFE,XOM,CVX,COP,BA,CAT,HON,META,NFLX,DIS,PG,KO,NEE,AMT,PLD
2022-11-14,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
2022-11-15,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-16,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-17,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-18,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-21,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-22,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High
2022-11-23,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High
2022-11-24,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-25,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-28,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-29,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-11-30,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-01,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-02,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-05,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-06,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-07,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2022-12-08,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2022-12-09,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2022-12-12,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2022-12-13,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2022-12-14,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2022-12-15,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-16,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-19,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-20,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-21,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-22,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-23,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High
2022-12-26,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-27,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-28,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-29,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2022-12-30,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-02,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-03,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-04,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-05,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-06,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-09,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-10,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-11,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-12,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-13,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-16,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-17,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High
2023-01-18,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,High
2023-01-19,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,High
2023-01-20,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,High
2023-01-23,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,Low,High,High
2023-01-24,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,Low,High,High
2023-01-25,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-01-26,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-01-27,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-01-30,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-01-31,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-02-01,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-02-02,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,Low,High,High,High,High,High,High,High,High
2023-02-03,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-06,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-07,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-08,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-09,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-10,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-13,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-14,High,High,High,High,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-15,High,High,High,High,High,High,Low,High,High,Low,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-16,High,High,High,High,High,High,Low,High,High,Low,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High
2023-02-17,High,High,High,High,High,High,Low,High,High,Low,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,High,High,High,High,High,High,High,High
2023-02-20,High,High,High,High,High,High,Low,High,High,Low,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,High,High,High,High,High,High,High,High
2023-02-21,High,High,High,High,High,High,Low,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,High,High,High,High
2023-02-22,High,High,High,High,High,High,Low,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,Low,Low,Low,High,High,High,High,High,High,High,High
2023-02-23,High,High,High,High,High,High,Low,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,Low,Low,Low,High,High,High,High,High,Low,High,High
2023-02-24,High,High,High,High,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,High,Low,High,High
2023-02-27,High,High,High,High,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,High,Low,High,High
2023-02-28,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,High,Low,High,High
2023-03-01,High,High,High,High,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,Low,Low,High,High
2023-03-02,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,High,High,Low,Low,High,High
2023-03-03,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,High,High,Low,High,High,High
2023-03-06,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,High,High,High
2023-03-07,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,High,High,High
2023-03-08,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,High,High,High
2023-03-09,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,High,High,High
2023-03-10,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-13,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-14,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-15,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,High,High,Low,High,High,High,High,Low,High,High,High
2023-03-16,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-17,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,High,High,Low,High,High,High,High,Low,High,High,High
2023-03-20,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,High,High,Low,High,High,High,High,High,High,High,High
2023-03-21,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-22,High,High,High,High,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,High,High,High,Low,High,High,High
2023-03-23,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-24,High,High,High,High,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,High,High,High,High
2023-03-27,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,High,High,High,High
2023-03-28,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-03-29,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High
2023-03-30,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,High,Low,High,High,High,High,Low,High,High,High
2023-03-31,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,High,Low,High,High,High
2023-04-03,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-04-04,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-04-05,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-04-06,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-04-07,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,High,High,High,Low,High,High,High
2023-04-10,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-11,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-12,High,High,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-13,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-14,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-17,Low,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-18,Low,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,Low,Low,Low,High,High
2023-04-19,Low,High,High,High,Low,High,Low,Low,Low,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,High,High,Low,Low,Low,High,High
2023-04-20,Low,High,High,High,Low,High,Low,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,High,High
2023-04-21,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,High,High,Low,Low,High,High
2023-04-24,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-04-25,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-04-26,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-04-27,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-04-28,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-05-01,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-05-02,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-05-03,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-05-04,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,High,High
2023-05-05,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-08,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-09,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-10,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-11,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-12,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-15,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-16,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-17,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-18,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-19,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-22,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-23,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-24,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-25,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-26,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-29,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-30,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-05-31,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-06-01,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-06-02,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,High
2023-06-05,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-06,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-07,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-08,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-09,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-12,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-13,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-14,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-15,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-06-16,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-06-19,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-06-20,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-06-21,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-06-22,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-23,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-06-26,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-27,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-28,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-29,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-06-30,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-07-03,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-07-04,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low
2023-07-05,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
2023-07-06,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low
2023-07-07,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low
2023-07-10,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low
2023-07-11,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low
